,areacode,sex,code,icd,by,type,rate,order,age
799,510000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0,17,15
800,510000,男性,118,C67,膀胱,incidence,0,18,15
801,510000,男性,119,C70-C72,脑及中枢神经系统,incidence,0.36,19,15
802,510000,男性,120,C73,甲状腺,incidence,0.71,20,15
803,510000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.42,21,15
804,510000,男性,122,C91-C95,白血病,incidence,4.26,22,15
805,510000,女性,62,ALL,合计,incidence,9.76,0,15
806,510000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0,1,15
807,510000,女性,102,C11,鼻咽,incidence,0,2,15
808,510000,女性,103,C15,食管,incidence,0,3,15
809,510000,女性,104,C16,胃,incidence,0.39,4,15
810,510000,女性,105,C18-C21,结直肠肛门,incidence,0.39,5,15
811,510000,女性,106,C22,肝脏,incidence,0.39,6,15
812,510000,女性,107,C23-C24,胆囊及其他,incidence,0,7,15
813,510000,女性,108,C25,胰腺,incidence,0,8,15
814,510000,女性,109,"C10.1,C32",喉,incidence,0,9,15
815,510000,女性,110,C33-C34,气管、支气管、肺,incidence,0,10,15
816,510000,女性,111,C40-C41,骨,incidence,1.56,11,15
817,510000,女性,112,C50,乳房,incidence,0.39,12,15
818,510000,女性,113,C53,子宫颈,incidence,0,13,15
819,510000,女性,114,C54,子宫体,incidence,0,14,15
820,510000,女性,115,C56,卵巢,incidence,1.17,15,15
821,510000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0,17,15
822,510000,女性,118,C67,膀胱,incidence,0,18,15
823,510000,女性,119,C70-C72,脑及中枢神经系统,incidence,0.78,19,15
824,510000,女性,120,C73,甲状腺,incidence,2.34,20,15
825,510000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0,21,15
826,510000,女性,122,C91-C95,白血病,incidence,0.78,22,15
827,520000,合计,62,ALL,合计,incidence,15.86,0,15
828,520000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.44,1,15
829,520000,合计,102,C11,鼻咽,incidence,0.25,2,15
830,520000,合计,103,C15,食管,incidence,0,3,15
831,520000,合计,104,C16,胃,incidence,0.63,4,15
832,520000,合计,105,C18-C21,结直肠肛门,incidence,0.25,5,15
833,520000,合计,106,C22,肝脏,incidence,0.19,6,15
834,520000,合计,107,C23-C24,胆囊及其他,incidence,0,7,15
835,520000,合计,108,C25,胰腺,incidence,0,8,15
836,520000,合计,109,"C10.1,C32",喉,incidence,0.06,9,15
837,520000,合计,110,C33-C34,气管、支气管、肺,incidence,0.25,10,15
838,520000,合计,111,C40-C41,骨,incidence,1.69,11,15
839,520000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.38,17,15
840,520000,合计,118,C67,膀胱,incidence,0,18,15
841,520000,合计,119,C70-C72,脑及中枢神经系统,incidence,2.07,19,15
842,520000,合计,120,C73,甲状腺,incidence,0.94,20,15
843,520000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.94,21,15
844,520000,合计,122,C91-C95,白血病,incidence,3.51,22,15
845,520000,男性,62,ALL,合计,incidence,15.78,0,15
846,520000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.35,1,15
847,520000,男性,102,C11,鼻咽,incidence,0.47,2,15
848,520000,男性,103,C15,食管,incidence,0,3,15
849,520000,男性,104,C16,胃,incidence,0.71,4,15
850,520000,男性,105,C18-C21,结直肠肛门,incidence,0.12,5,15
851,520000,男性,106,C22,肝脏,incidence,0.24,6,15
852,520000,男性,107,C23-C24,胆囊及其他,incidence,0,7,15
853,520000,男性,108,C25,胰腺,incidence,0,8,15
854,520000,男性,109,"C10.1,C32",喉,incidence,0.12,9,15
855,520000,男性,110,C33-C34,气管、支气管、肺,incidence,0.35,10,15
856,520000,男性,111,C40-C41,骨,incidence,2,11,15
857,520000,男性,116,C61,前列腺,incidence,0,16,15
858,520000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.35,17,15
859,520000,男性,118,C67,膀胱,incidence,0,18,15
860,520000,男性,119,C70-C72,脑及中枢神经系统,incidence,2,19,15
861,520000,男性,120,C73,甲状腺,incidence,0.35,20,15
862,520000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.18,21,15
863,520000,男性,122,C91-C95,白血病,incidence,3.3,22,15
864,520000,女性,62,ALL,合计,incidence,15.95,0,15
865,520000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.54,1,15
866,520000,女性,102,C11,鼻咽,incidence,0,2,15
867,520000,女性,103,C15,食管,incidence,0,3,15
868,520000,女性,104,C16,胃,incidence,0.54,4,15
869,520000,女性,105,C18-C21,结直肠肛门,incidence,0.4,5,15
870,520000,女性,106,C22,肝脏,incidence,0.13,6,15
871,520000,女性,107,C23-C24,胆囊及其他,incidence,0,7,15
872,520000,女性,108,C25,胰腺,incidence,0,8,15
873,520000,女性,109,"C10.1,C32",喉,incidence,0,9,15
874,520000,女性,110,C33-C34,气管、支气管、肺,incidence,0.13,10,15
875,520000,女性,111,C40-C41,骨,incidence,1.34,11,15
876,520000,女性,112,C50,乳房,incidence,1.07,12,15
877,520000,女性,113,C53,子宫颈,incidence,0.13,13,15
878,520000,女性,114,C54,子宫体,incidence,0,14,15
879,520000,女性,115,C56,卵巢,incidence,1.07,15,15
880,520000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.4,17,15
881,520000,女性,118,C67,膀胱,incidence,0,18,15
882,520000,女性,119,C70-C72,脑及中枢神经系统,incidence,2.14,19,15
883,520000,女性,120,C73,甲状腺,incidence,1.61,20,15
884,520000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.67,21,15
885,520000,女性,122,C91-C95,白血病,incidence,3.75,22,15
886,500000,合计,62,ALL,合计,incidence,18.95,0,20
887,500000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.58,1,20
888,500000,合计,102,C11,鼻咽,incidence,0.08,2,20
889,500000,合计,103,C15,食管,incidence,0.21,3,20
890,500000,合计,104,C16,胃,incidence,0.7,4,20
891,500000,合计,105,C18-C21,结直肠肛门,incidence,0.79,5,20
892,500000,合计,106,C22,肝脏,incidence,0.62,6,20
893,500000,合计,107,C23-C24,胆囊及其他,incidence,0.08,7,20
894,500000,合计,108,C25,胰腺,incidence,0.17,8,20
895,500000,合计,109,"C10.1,C32",喉,incidence,0.08,9,20
896,500000,合计,110,C33-C34,气管、支气管、肺,incidence,1.32,10,20
897,500000,合计,111,C40-C41,骨,incidence,0.74,11,20
898,500000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.46,17,20
899,500000,合计,118,C67,膀胱,incidence,0.04,18,20
900,500000,合计,119,C70-C72,脑及中枢神经系统,incidence,0.95,19,20
901,500000,合计,120,C73,甲状腺,incidence,2.86,20,20
902,500000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.79,21,20
903,500000,合计,122,C91-C95,白血病,incidence,2.15,22,20
904,500000,男性,62,ALL,合计,incidence,15.47,0,20
905,500000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.72,1,20
906,500000,男性,102,C11,鼻咽,incidence,0.16,2,20
907,500000,男性,103,C15,食管,incidence,0.24,3,20
908,500000,男性,104,C16,胃,incidence,1.04,4,20
909,500000,男性,105,C18-C21,结直肠肛门,incidence,0.8,5,20
910,500000,男性,106,C22,肝脏,incidence,0.64,6,20
911,500000,男性,107,C23-C24,胆囊及其他,incidence,0.08,7,20
912,500000,男性,108,C25,胰腺,incidence,0.08,8,20
913,500000,男性,109,"C10.1,C32",喉,incidence,0.08,9,20
914,500000,男性,110,C33-C34,气管、支气管、肺,incidence,1.83,10,20
915,500000,男性,111,C40-C41,骨,incidence,0.96,11,20
916,500000,男性,116,C61,前列腺,incidence,0,16,20
917,500000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.48,17,20
918,500000,男性,118,C67,膀胱,incidence,0,18,20
919,500000,男性,119,C70-C72,脑及中枢神经系统,incidence,1.04,19,20
920,500000,男性,120,C73,甲状腺,incidence,1.36,20,20
921,500000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.04,21,20
922,500000,男性,122,C91-C95,白血病,incidence,2.71,22,20
923,500000,女性,62,ALL,合计,incidence,22.72,0,20
924,500000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.43,1,20
925,500000,女性,102,C11,鼻咽,incidence,0,2,20
926,500000,女性,103,C15,食管,incidence,0.17,3,20
927,500000,女性,104,C16,胃,incidence,0.34,4,20
928,500000,女性,105,C18-C21,结直肠肛门,incidence,0.77,5,20
929,500000,女性,106,C22,肝脏,incidence,0.6,6,20
930,500000,女性,107,C23-C24,胆囊及其他,incidence,0.09,7,20
931,500000,女性,108,C25,胰腺,incidence,0.26,8,20
932,500000,女性,109,"C10.1,C32",喉,incidence,0.09,9,20
933,500000,女性,110,C33-C34,气管、支气管、肺,incidence,0.77,10,20
934,500000,女性,111,C40-C41,骨,incidence,0.52,11,20
935,500000,女性,112,C50,乳房,incidence,4.9,12,20
936,500000,女性,113,C53,子宫颈,incidence,0.86,13,20
937,500000,女性,114,C54,子宫体,incidence,0.26,14,20
938,500000,女性,115,C56,卵巢,incidence,1.89,15,20
939,500000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.43,17,20
940,500000,女性,118,C67,膀胱,incidence,0.09,18,20
941,500000,女性,119,C70-C72,脑及中枢神经系统,incidence,0.86,19,20
942,500000,女性,120,C73,甲状腺,incidence,4.47,20,20
943,500000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.52,21,20
944,500000,女性,122,C91-C95,白血病,incidence,1.55,22,20
945,510000,合计,62,ALL,合计,incidence,16.55,0,20
946,510000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.16,1,20
947,510000,合计,102,C11,鼻咽,incidence,0,2,20
948,510000,合计,103,C15,食管,incidence,0.16,3,20
949,510000,合计,104,C16,胃,incidence,0.64,4,20
950,510000,合计,105,C18-C21,结直肠肛门,incidence,1.29,5,20
951,510000,合计,106,C22,肝脏,incidence,0.64,6,20
952,510000,合计,107,C23-C24,胆囊及其他,incidence,0.16,7,20
953,510000,合计,108,C25,胰腺,incidence,0.16,8,20
954,510000,合计,109,"C10.1,C32",喉,incidence,0.16,9,20
955,510000,合计,110,C33-C34,气管、支气管、肺,incidence,0.32,10,20
956,510000,合计,111,C40-C41,骨,incidence,0.48,11,20
957,510000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.16,17,20
958,510000,合计,118,C67,膀胱,incidence,0.16,18,20
959,510000,合计,119,C70-C72,脑及中枢神经系统,incidence,1.29,19,20
960,510000,合计,120,C73,甲状腺,incidence,4.34,20,20
961,510000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.8,21,20
962,510000,合计,122,C91-C95,白血病,incidence,1.12,22,20
963,510000,男性,62,ALL,合计,incidence,13.01,0,20
964,510000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0,1,20
965,510000,男性,102,C11,鼻咽,incidence,0,2,20
966,510000,男性,103,C15,食管,incidence,0,3,20
967,510000,男性,104,C16,胃,incidence,1.27,4,20
968,510000,男性,105,C18-C21,结直肠肛门,incidence,0.95,5,20
969,510000,男性,106,C22,肝脏,incidence,0.95,6,20
970,510000,男性,107,C23-C24,胆囊及其他,incidence,0,7,20
971,510000,男性,108,C25,胰腺,incidence,0,8,20
972,510000,男性,109,"C10.1,C32",喉,incidence,0,9,20
973,510000,男性,110,C33-C34,气管、支气管、肺,incidence,0.32,10,20
974,510000,男性,111,C40-C41,骨,incidence,0.32,11,20
975,510000,男性,116,C61,前列腺,incidence,0,16,20
976,510000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0,17,20
977,510000,男性,118,C67,膀胱,incidence,0,18,20
978,510000,男性,119,C70-C72,脑及中枢神经系统,incidence,1.59,19,20
979,510000,男性,120,C73,甲状腺,incidence,2.54,20,20
980,510000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.27,21,20
981,510000,男性,122,C91-C95,白血病,incidence,1.59,22,20
982,510000,女性,62,ALL,合计,incidence,20.18,0,20
983,510000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.33,1,20
984,510000,女性,102,C11,鼻咽,incidence,0,2,20
985,510000,女性,103,C15,食管,incidence,0.33,3,20
986,510000,女性,104,C16,胃,incidence,0,4,20
987,510000,女性,105,C18-C21,结直肠肛门,incidence,1.63,5,20
988,510000,女性,106,C22,肝脏,incidence,0.33,6,20
989,510000,女性,107,C23-C24,胆囊及其他,incidence,0.33,7,20
990,510000,女性,108,C25,胰腺,incidence,0.33,8,20
991,510000,女性,109,"C10.1,C32",喉,incidence,0.33,9,20
992,510000,女性,110,C33-C34,气管、支气管、肺,incidence,0.33,10,20
993,510000,女性,111,C40-C41,骨,incidence,0.65,11,20
994,510000,女性,112,C50,乳房,incidence,2.6,12,20
995,510000,女性,113,C53,子宫颈,incidence,0.65,13,20
996,510000,女性,114,C54,子宫体,incidence,0,14,20
997,510000,女性,115,C56,卵巢,incidence,1.63,15,20
998,510000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.33,17,20
999,510000,女性,118,C67,膀胱,incidence,0.33,18,20
1000,510000,女性,119,C70-C72,脑及中枢神经系统,incidence,0.98,19,20
1001,510000,女性,120,C73,甲状腺,incidence,6.18,20,20
1002,510000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.33,21,20
1003,510000,女性,122,C91-C95,白血病,incidence,0.65,22,20
1004,520000,合计,62,ALL,合计,incidence,19.79,0,20
1005,520000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.72,1,20
1006,520000,合计,102,C11,鼻咽,incidence,0.11,2,20
1007,520000,合计,103,C15,食管,incidence,0.22,3,20
1008,520000,合计,104,C16,胃,incidence,0.72,4,20
1009,520000,合计,105,C18-C21,结直肠肛门,incidence,0.61,5,20
1010,520000,合计,106,C22,肝脏,incidence,0.61,6,20
1011,520000,合计,107,C23-C24,胆囊及其他,incidence,0.06,7,20
1012,520000,合计,108,C25,胰腺,incidence,0.17,8,20
1013,520000,合计,109,"C10.1,C32",喉,incidence,0.06,9,20
1014,520000,合计,110,C33-C34,气管、支气管、肺,incidence,1.67,10,20
1015,520000,合计,111,C40-C41,骨,incidence,0.84,11,20
1016,520000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.56,17,20
1017,520000,合计,118,C67,膀胱,incidence,0,18,20
1018,520000,合计,119,C70-C72,脑及中枢神经系统,incidence,0.84,19,20
1019,520000,合计,120,C73,甲状腺,incidence,2.34,20,20
1020,520000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.78,21,20
1021,520000,合计,122,C91-C95,白血病,incidence,2.51,22,20
1022,520000,男性,62,ALL,合计,incidence,16.29,0,20
1023,520000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.96,1,20
1024,520000,男性,102,C11,鼻咽,incidence,0.21,2,20
1025,520000,男性,103,C15,食管,incidence,0.32,3,20
1026,520000,男性,104,C16,胃,incidence,0.96,4,20
1027,520000,男性,105,C18-C21,结直肠肛门,incidence,0.75,5,20
1028,520000,男性,106,C22,肝脏,incidence,0.53,6,20
1029,520000,男性,107,C23-C24,胆囊及其他,incidence,0.11,7,20
1030,520000,男性,108,C25,胰腺,incidence,0.11,8,20
1031,520000,男性,109,"C10.1,C32",喉,incidence,0.11,9,20
1032,520000,男性,110,C33-C34,气管、支气管、肺,incidence,2.34,10,20
1033,520000,男性,111,C40-C41,骨,incidence,1.17,11,20
1034,520000,男性,116,C61,前列腺,incidence,0,16,20
1035,520000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.64,17,20
1036,520000,男性,118,C67,膀胱,incidence,0,18,20
1037,520000,男性,119,C70-C72,脑及中枢神经系统,incidence,0.85,19,20
1038,520000,男性,120,C73,甲状腺,incidence,0.96,20,20
1039,520000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.96,21,20
1040,520000,男性,122,C91-C95,白血病,incidence,3.09,22,20
1041,520000,女性,62,ALL,合计,incidence,23.63,0,20
1042,520000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.47,1,20
1043,520000,女性,102,C11,鼻咽,incidence,0,2,20
1044,520000,女性,103,C15,食管,incidence,0.12,3,20
1045,520000,女性,104,C16,胃,incidence,0.47,4,20
1046,520000,女性,105,C18-C21,结直肠肛门,incidence,0.47,5,20
1047,520000,女性,106,C22,肝脏,incidence,0.7,6,20
1048,520000,女性,107,C23-C24,胆囊及其他,incidence,0,7,20
1049,520000,女性,108,C25,胰腺,incidence,0.23,8,20
1050,520000,女性,109,"C10.1,C32",喉,incidence,0,9,20
1051,520000,女性,110,C33-C34,气管、支气管、肺,incidence,0.94,10,20
1052,520000,女性,111,C40-C41,骨,incidence,0.47,11,20
1053,520000,女性,112,C50,乳房,incidence,5.73,12,20
1054,520000,女性,113,C53,子宫颈,incidence,0.94,13,20
1055,520000,女性,114,C54,子宫体,incidence,0.35,14,20
1056,520000,女性,115,C56,卵巢,incidence,1.99,15,20
1057,520000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.47,17,20
1058,520000,女性,118,C67,膀胱,incidence,0,18,20
1059,520000,女性,119,C70-C72,脑及中枢神经系统,incidence,0.82,19,20
1060,520000,女性,120,C73,甲状腺,incidence,3.86,20,20
1061,520000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.58,21,20
1062,520000,女性,122,C91-C95,白血病,incidence,1.87,22,20
1063,500000,合计,62,ALL,合计,incidence,39.98,0,25
1064,500000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.47,1,25
1065,500000,合计,102,C11,鼻咽,incidence,0.32,2,25
1066,500000,合计,103,C15,食管,incidence,0.54,3,25
1067,500000,合计,104,C16,胃,incidence,1.65,4,25
1068,500000,合计,105,C18-C21,结直肠肛门,incidence,1.86,5,25
1069,500000,合计,106,C22,肝脏,incidence,1.58,6,25
1070,500000,合计,107,C23-C24,胆囊及其他,incidence,0.18,7,25
1071,500000,合计,108,C25,胰腺,incidence,0.18,8,25
1072,500000,合计,109,"C10.1,C32",喉,incidence,0.07,9,25
1073,500000,合计,110,C33-C34,气管、支气管、肺,incidence,2.33,10,25
1074,500000,合计,111,C40-C41,骨,incidence,0.82,11,25
1075,500000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.72,17,25
1076,500000,合计,118,C67,膀胱,incidence,0.21,18,25
1077,500000,合计,119,C70-C72,脑及中枢神经系统,incidence,1.9,19,25
1078,500000,合计,120,C73,甲状腺,incidence,9.39,20,25
1079,500000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1,21,25
1080,500000,合计,122,C91-C95,白血病,incidence,2.61,22,25
1081,500000,男性,62,ALL,合计,incidence,27.77,0,25
1082,500000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.63,1,25
1083,500000,男性,102,C11,鼻咽,incidence,0.21,2,25
1084,500000,男性,103,C15,食管,incidence,0.21,3,25
1085,500000,男性,104,C16,胃,incidence,1.4,4,25
1086,500000,男性,105,C18-C21,结直肠肛门,incidence,2.38,5,25
1087,500000,男性,106,C22,肝脏,incidence,2.1,6,25
1088,500000,男性,107,C23-C24,胆囊及其他,incidence,0.21,7,25
1089,500000,男性,108,C25,胰腺,incidence,0.14,8,25
1090,500000,男性,109,"C10.1,C32",喉,incidence,0.14,9,25
1091,500000,男性,110,C33-C34,气管、支气管、肺,incidence,2.88,10,25
1092,500000,男性,111,C40-C41,骨,incidence,0.77,11,25
1093,500000,男性,116,C61,前列腺,incidence,0.14,16,25
1094,500000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.98,17,25
1095,500000,男性,118,C67,膀胱,incidence,0.35,18,25
1096,500000,男性,119,C70-C72,脑及中枢神经系统,incidence,2.1,19,25
1097,500000,男性,120,C73,甲状腺,incidence,4.7,20,25
1098,500000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.12,21,25
1099,500000,男性,122,C91-C95,白血病,incidence,2.8,22,25
1100,500000,女性,62,ALL,合计,incidence,52.73,0,25
1101,500000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.29,1,25
1102,500000,女性,102,C11,鼻咽,incidence,0.44,2,25
1103,500000,女性,103,C15,食管,incidence,0.88,3,25
1104,500000,女性,104,C16,胃,incidence,1.9,4,25
1105,500000,女性,105,C18-C21,结直肠肛门,incidence,1.32,5,25
1106,500000,女性,106,C22,肝脏,incidence,1.03,6,25
1107,500000,女性,107,C23-C24,胆囊及其他,incidence,0.15,7,25
1108,500000,女性,108,C25,胰腺,incidence,0.22,8,25
1109,500000,女性,109,"C10.1,C32",喉,incidence,0,9,25
1110,500000,女性,110,C33-C34,气管、支气管、肺,incidence,1.76,10,25
1111,500000,女性,111,C40-C41,骨,incidence,0.88,11,25
1112,500000,女性,112,C50,乳房,incidence,9.96,12,25
1113,500000,女性,113,C53,子宫颈,incidence,6.37,13,25
1114,500000,女性,114,C54,子宫体,incidence,0.88,14,25
1115,500000,女性,115,C56,卵巢,incidence,3,15,25
1116,500000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.44,17,25
1117,500000,女性,118,C67,膀胱,incidence,0.07,18,25
1118,500000,女性,119,C70-C72,脑及中枢神经系统,incidence,1.68,19,25
1119,500000,女性,120,C73,甲状腺,incidence,14.28,20,25
1120,500000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.88,21,25
1121,500000,女性,122,C91-C95,白血病,incidence,2.42,22,25
1122,510000,合计,62,ALL,合计,incidence,40.15,0,25
1123,510000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.27,1,25
1124,510000,合计,102,C11,鼻咽,incidence,0,2,25
1125,510000,合计,103,C15,食管,incidence,0.13,3,25
1126,510000,合计,104,C16,胃,incidence,0.94,4,25
1127,510000,合计,105,C18-C21,结直肠肛门,incidence,1.62,5,25
1128,510000,合计,106,C22,肝脏,incidence,0.67,6,25
1129,510000,合计,107,C23-C24,胆囊及其他,incidence,0,7,25
1130,510000,合计,108,C25,胰腺,incidence,0.13,8,25
1131,510000,合计,109,"C10.1,C32",喉,incidence,0,9,25
1132,510000,合计,110,C33-C34,气管、支气管、肺,incidence,1.62,10,25
1133,510000,合计,111,C40-C41,骨,incidence,0.27,11,25
1134,510000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.4,17,25
1135,510000,合计,118,C67,膀胱,incidence,0.13,18,25
1136,510000,合计,119,C70-C72,脑及中枢神经系统,incidence,1.21,19,25
1137,510000,合计,120,C73,甲状腺,incidence,14.96,20,25
1138,510000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.35,21,25
1139,510000,合计,122,C91-C95,白血病,incidence,2.56,22,25
1140,510000,男性,62,ALL,合计,incidence,24.96,0,25
1141,510000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.27,1,25
1142,510000,男性,102,C11,鼻咽,incidence,0,2,25
1143,510000,男性,103,C15,食管,incidence,0,3,25
1144,510000,男性,104,C16,胃,incidence,0.82,4,25
1145,510000,男性,105,C18-C21,结直肠肛门,incidence,3.02,5,25
1146,510000,男性,106,C22,肝脏,incidence,1.1,6,25
1147,510000,男性,107,C23-C24,胆囊及其他,incidence,0,7,25
1148,510000,男性,108,C25,胰腺,incidence,0.27,8,25
1149,510000,男性,109,"C10.1,C32",喉,incidence,0,9,25
1150,510000,男性,110,C33-C34,气管、支气管、肺,incidence,1.37,10,25
1151,510000,男性,111,C40-C41,骨,incidence,0.27,11,25
1152,510000,男性,116,C61,前列腺,incidence,0.27,16,25
1153,510000,男性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.27,17,25
1154,510000,男性,118,C67,膀胱,incidence,0.27,18,25
1155,510000,男性,119,C70-C72,脑及中枢神经系统,incidence,1.65,19,25
1156,510000,男性,120,C73,甲状腺,incidence,7.68,20,25
1157,510000,男性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.37,21,25
1158,510000,男性,122,C91-C95,白血病,incidence,1.92,22,25
1159,510000,女性,62,ALL,合计,incidence,54.81,0,25
1160,510000,女性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.26,1,25
1161,510000,女性,102,C11,鼻咽,incidence,0,2,25
1162,510000,女性,103,C15,食管,incidence,0.26,3,25
1163,510000,女性,104,C16,胃,incidence,1.06,4,25
1164,510000,女性,105,C18-C21,结直肠肛门,incidence,0.26,5,25
1165,510000,女性,106,C22,肝脏,incidence,0.26,6,25
1166,510000,女性,107,C23-C24,胆囊及其他,incidence,0,7,25
1167,510000,女性,108,C25,胰腺,incidence,0,8,25
1168,510000,女性,109,"C10.1,C32",喉,incidence,0,9,25
1169,510000,女性,110,C33-C34,气管、支气管、肺,incidence,1.85,10,25
1170,510000,女性,111,C40-C41,骨,incidence,0.26,11,25
1171,510000,女性,112,C50,乳房,incidence,9,12,25
1172,510000,女性,113,C53,子宫颈,incidence,8.47,13,25
1173,510000,女性,114,C54,子宫体,incidence,0.26,14,25
1174,510000,女性,115,C56,卵巢,incidence,2.12,15,25
1175,510000,女性,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.53,17,25
1176,510000,女性,118,C67,膀胱,incidence,0,18,25
1177,510000,女性,119,C70-C72,脑及中枢神经系统,incidence,0.79,19,25
1178,510000,女性,120,C73,甲状腺,incidence,21.98,20,25
1179,510000,女性,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,1.32,21,25
1180,510000,女性,122,C91-C95,白血病,incidence,3.18,22,25
1181,520000,合计,62,ALL,合计,incidence,39.91,0,25
1182,520000,合计,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.54,1,25
1183,520000,合计,102,C11,鼻咽,incidence,0.44,2,25
1184,520000,合计,103,C15,食管,incidence,0.68,3,25
1185,520000,合计,104,C16,胃,incidence,1.9,4,25
1186,520000,合计,105,C18-C21,结直肠肛门,incidence,1.95,5,25
1187,520000,合计,106,C22,肝脏,incidence,1.9,6,25
1188,520000,合计,107,C23-C24,胆囊及其他,incidence,0.24,7,25
1189,520000,合计,108,C25,胰腺,incidence,0.2,8,25
1190,520000,合计,109,"C10.1,C32",喉,incidence,0.1,9,25
1191,520000,合计,110,C33-C34,气管、支气管、肺,incidence,2.59,10,25
1192,520000,合计,111,C40-C41,骨,incidence,1.02,11,25
1193,520000,合计,117,"C64-C66,C68",肾及泌尿系统不明,incidence,0.83,17,25
1194,520000,合计,118,C67,膀胱,incidence,0.24,18,25
1195,520000,合计,119,C70-C72,脑及中枢神经系统,incidence,2.15,19,25
1196,520000,合计,120,C73,甲状腺,incidence,7.37,20,25
1197,520000,合计,121,"C81-C85,C88,C90,C96",恶性淋巴瘤,incidence,0.88,21,25
1198,520000,合计,122,C91-C95,白血病,incidence,2.63,22,25
1199,520000,男性,62,ALL,合计,incidence,28.73,0,25
1200,520000,男性,101,C00-C10;C12-C14,口腔和咽（除外鼻咽）,incidence,0.75,1,25
1201,520000,男性,102,C11,鼻咽,incidence,0.28,2,25
1202,520000,男性,103,C15,食管,incidence,0.28,3,25
